number order,arabic market name ,name in E,gender,price for 1kg,perfume code,compny tag,seasons,description
#539,شيخ زايد جوري,,للجنسين,44,42545,EMSA,صيفي وشتوي,شيخ زايد جوري: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#540,بوز بطل عود,,للجنسين,52,42533,EMSA,شتوي,بوز بطل عود: يفتتح هذا العطر رحلته بنفحات العود الملكي والعنبر الدافئ، ليستقر في وسطه عبير الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#541,كلاسيكا (سوسبيرو),,للجنسين,68,42548,EMSA,صيفي وشتوي,كلاسيكا (سوسبيرو): يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#542,ERBA PUR (سوسبيرو),ERBA PUR,للجنسين,64,42549,EMSA,صيفي وشتوي,ERBA PUR (سوسبيرو): تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#543,قوس النصر,,للجنسين,48,42546,EMSA,صيفي وشتوي,قوس النصر: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#544,ايسي مياكي نوت,,للجنسين,52,42537,EMSA,صيفي وشتوي,ايسي مياكي نوت: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#545,اوزون Ozon,Ozon,للجنسين,52,42535,EMSA,صيفي وشتوي,اوزون Ozon: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#546,غلا زايد ITALY,,نسائي,64,42539,EMSA,صيفي وشتوي,غلا زايد ITALY: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#547,هافين,,للجنسين,؟,42534,EMSA,صيفي وشتوي,هافين: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#548,بلاي بوي سكسي,,للجنسين,46,42536,EMSA,صيفي وشتوي,بلاي بوي سكسي: تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#549,بولو اكسبلورير,,رجالي,58,42543,EMSA,صيفي,بولو اكسبلورير: تبدأ التجربة العطرية بعبير برغموت كالابريا وإكليل الجبل، مع قلب يفوح برائحة التفاح الأخضر المنعش، ليستقر في النهاية على قاعدة فاخرة.
#550,زعفران,,للجنسين,64,42532,EMSA,صيفي وشتوي,زعفران: تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#551,لوكس,,للجنسين, 20 بدون خصم,42544,EMSA,صيفي وشتوي,لوكس: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#552,كومفورت داوني,,للجنسين,24 بدون خصم,42540,EMSA,صيفي وشتوي,كومفورت داوني: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#553,سر الخلود,,للجنسين,؟,42538,EMSA,صيفي وشتوي,سر الخلود: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#554,أنتريج FR,,للجنسين,64,42660,EMSA,صيفي وشتوي,أنتريج FR: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#555,أرماني برايف أربيان روز,,للجنسين,68,42652,EMSA,صيفي وشتوي,أرماني برايف أربيان روز: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#556,السعادة (الليلة الذهبية),,للجنسين,64,42648,EMSA,صيفي وشتوي,السعادة (الليلة الذهبية): يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#557,العود الأبيض ARG,,للجنسين,65,42650,EMSA,شتوي,العود الأبيض ARG: يمتاز العطر ببداية فوارة من العود الملكي والعنبر الدافئ، بينما ينبض القلب بنبضات العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#558,اللمسة الجنسية,,للجنسين,60,42662,EMSA,صيفي وشتوي,اللمسة الجنسية: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#559,بوكارت روج Swiss,,للجنسين,78,42661,EMSA,صيفي وشتوي,بوكارت روج Swiss: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#560,ذه أونلي وان FR,,للجنسين,64,42654,EMSA,صيفي وشتوي,ذه أونلي وان FR: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#561,سنان FR,,للجنسين,؟,42658,EMSA,صيفي وشتوي,سنان FR: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#562,سيكار GER,,للجنسين,68,42656,EMSA,صيفي وشتوي,سيكار GER: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#563,شهرة نسائي W,,نسائي,64,42647,EMSA,صيفي وشتوي,شهرة نسائي W: يمتاز العطر ببداية فوارة من الياسمين الأبيض وزهر البرتقال، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#564,عود مثالي FR,,للجنسين,؟,42659,EMSA,شتوي,عود مثالي FR: يمتاز العطر ببداية فوارة من البخور الفاخر والمسك الأسود، مع قلب يفوح برائحة خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#565,فيجي ENG,,للجنسين,42,42655,EMSA,صيفي وشتوي,فيجي ENG: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#566,لا شيء سواك GOSH,GOSH,للجنسين,64,42649,EMSA,صيفي وشتوي,لا شيء سواك GOSH: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات العود والعنبر، تاركا أثراً جذاباً لا ينسى.
